uri
https://www.forsakringskassan.se/wps/wcm/connect/4e4ff6fc-d64e-4c13-bee1-fc6dbb50a75f/Social_Insurance_Annual_Report_00.pdf?MOD=AJPERES
https://www.government.se/495457/globalassets/government/dokument/socialdepartementet/socialinsuranceinsweden_august-2016.pdf
https://www.informationsverige.se/en/jag-har-fatt-uppehallstillstand/samhallsorientering/boken-om-sverige/att-bilda-familj-och-leva-med-barn-i-sverige/ekonomiskt-stod-till-familjer/
https://splash-db.eu/policydescription/family-policies-sweden-2014/
